Equipo,Plan,Plan_Tarifario,PRECIO_CONTADO_EQUIPO,PRECIO_ONLINE_EQUIPO,CANTIDAD_CUOTA,CUOTA_INICIAL,PRECIO_CUOTA
Huawei Nova 9 SE + Band 4E,CUOTA,159.9,,,18,149, 75
Samsung Galaxy A03s,CONTADO,41.9 41.9,738,439,dto.,41%,
Samsung Galaxy A03s,CONTADO,55.9 55.9,738,439,dto.,41%,
Samsung Galaxy A03s,CUOTA,55.9 55.9,,,12,0, 50
Samsung Galaxy A03s,CUOTA,55.9 55.9,,,18,109, 30
Samsung Galaxy A03s,CONTADO,65.9,738,439,dto.,41%,
Samsung Galaxy A03s,CONTADO,99.9,738,439,dto.,41%,
Samsung Galaxy A03s,CUOTA,99.9,,,12,0, 50
Samsung Galaxy A03s,CUOTA,99.9,,,18,69, 30
Samsung Galaxy A03s,CONTADO,159.9,738,439,dto.,41%,
Samsung Galaxy A03s,CUOTA,159.9,,,12,0, 50
Samsung Galaxy A03s,CUOTA,159.9,,,18,39, 32
Xiaomi Redmi 9C,CONTADO,41.9 41.9,612,459,dto.,25%,
Xiaomi Redmi 9C,CONTADO,55.9 55.9,612,459,dto.,25%,
Xiaomi Redmi 9C,CUOTA,55.9 55.9,,,12,209, 26
Xiaomi Redmi 9C,CUOTA,55.9 55.9,,,18,49, 26
Xiaomi Redmi 9C,CONTADO,65.9,612,459,dto.,25%,
Xiaomi Redmi 9C,CONTADO,99.9,612,439,dto.,25%,
Xiaomi Redmi 9C,CUOTA,99.9,,,12,179, 26
Xiaomi Redmi 9C,CUOTA,99.9,,,18,19, 26
Xiaomi Redmi 9C,CONTADO,159.9,612,439,dto.,25%,
Xiaomi Redmi 9C,CUOTA,159.9,,,12,179, 26
Xiaomi Redmi 9C,CUOTA,159.9,,,18,19, 26
Motorola Moto Edge 30 Pro 5G,CONTADO,41.9 41.9,4356,2779,dto.,36%,
Motorola Moto Edge 30 Pro 5G,CONTADO,55.9 55.9,4356,2779,dto.,36%,
Motorola Moto Edge 30 Pro 5G,CONTADO,65.9,4356,2779,dto.,36%,
Motorola Moto Edge 30 Pro 5G,CONTADO,99.9,4356,2649,dto.,36%,
Motorola Moto Edge 30 Pro 5G,CUOTA,99.9,,,12,1869, 156
Motorola Moto Edge 30 Pro 5G,CONTADO,159.9,4356,2649,dto.,36%,
Motorola Moto Edge 30 Pro 5G,CUOTA,159.9,,,12,1619, 177
Apple iPhone 14 + Adaptador Usb C 20w,CONTADO,41.9 41.9,,,,0,
Apple iPhone 14 + Adaptador Usb C 20w,CONTADO,55.9 55.9,,,,3599,
Apple iPhone 14 + Adaptador Usb C 20w,CONTADO,65.9,,,,3599,
Apple iPhone 14 + Adaptador Usb C 20w,CONTADO,99.9,,,,3599,
Apple iPhone 14 + Adaptador Usb C 20w,CUOTA,99.9,,,12,2159, 199
Apple iPhone 14 + Adaptador Usb C 20w,CUOTA,99.9,,,18,1999, 150
Apple iPhone 14 + Adaptador Usb C 20w,CONTADO,159.9,,,,3599,
Apple iPhone 14 + Adaptador Usb C 20w,CUOTA,159.9,,,12,2159, 199
Apple iPhone 14 + Adaptador Usb C 20w,CUOTA,159.9,,,18,1999, 150
Apple iPhone 14 Plus + Airpods 2da Gen,CONTADO,41.9 41.9,,,,0,
Apple iPhone 14 Plus + Airpods 2da Gen,CONTADO,55.9 55.9,,,,4059,
Apple iPhone 14 Plus + Airpods 2da Gen,CONTADO,65.9,,,,4059,
Apple iPhone 14 Plus + Airpods 2da Gen,CONTADO,99.9,,,,4059,
Apple iPhone 14 Plus + Airpods 2da Gen,CUOTA,99.9,,,12,2529, 233
Apple iPhone 14 Plus + Airpods 2da Gen,CUOTA,99.9,,,18,2249, 184
Apple iPhone 14 Plus + Airpods 2da Gen,CONTADO,159.9,,,,4059,
Apple iPhone 14 Plus + Airpods 2da Gen,CUOTA,159.9,,,12,2529, 233
Apple iPhone 14 Plus + Airpods 2da Gen,CUOTA,159.9,,,18,2249, 184
Xiaomi Redmi Note 11 Pro,CONTADO,41.9 41.9,1260,1219,dto.,3%,
Xiaomi Redmi Note 11 Pro,CONTADO,55.9 55.9,1260,1219,dto.,3%,
Xiaomi Redmi Note 11 Pro,CUOTA,55.9 55.9,,,12,879, 73
Xiaomi Redmi Note 11 Pro,CUOTA,55.9 55.9,,,18,389, 64
Xiaomi Redmi Note 11 Pro,CONTADO,65.9,1260,1219,dto.,3%,
Xiaomi Redmi Note 11 Pro,CONTADO,99.9,1260,1159,dto.,3%,
Xiaomi Redmi Note 11 Pro,CUOTA,99.9,,,12,669, 72
Xiaomi Redmi Note 11 Pro,CUOTA,99.9,,,18,199, 64
Xiaomi Redmi Note 11 Pro,CONTADO,159.9,1260,1159,dto.,3%,
Xiaomi Redmi Note 11 Pro,CUOTA,159.9,,,12,579, 72
Xiaomi Redmi Note 11 Pro,CUOTA,159.9,,,18,139, 63
Apple iPhone 12 128GB,CONTADO,41.9 41.9,4032,3279,dto.,19%,
Apple iPhone 12 128GB,CONTADO,55.9 55.9,4032,3279,dto.,19%,
Apple iPhone 12 128GB,CONTADO,65.9,4032,3279,dto.,19%,
Apple iPhone 12 128GB,CONTADO,99.9,4032,3119,dto.,19%,
Apple iPhone 12 128GB,CONTADO,159.9,4032,3119,dto.,19%,
XIAOMI Redmi 10 5G,CONTADO,41.9 41.9,,,,889,
XIAOMI Redmi 10 5G,CONTADO,55.9 55.9,,,,889,
XIAOMI Redmi 10 5G,CUOTA,55.9 55.9,,,12,509, 54
XIAOMI Redmi 10 5G,CUOTA,55.9 55.9,,,18,179, 54
XIAOMI Redmi 10 5G,CONTADO,65.9,,,,889,
XIAOMI Redmi 10 5G,CONTADO,99.9,,,,849,
XIAOMI Redmi 10 5G,CUOTA,99.9,,,12,439, 54
XIAOMI Redmi 10 5G,CUOTA,99.9,,,18,119, 54
XIAOMI Redmi 10 5G,CONTADO,159.9,,,,849,
XIAOMI Redmi 10 5G,CUOTA,159.9,,,12,399, 57
XIAOMI Redmi 10 5G,CUOTA,159.9,,,18,59, 57
Motorola Moto E32,CONTADO,41.9 41.9,,,,589,
Motorola Moto E32,CONTADO,55.9 55.9,,,,589,
Motorola Moto E32,CUOTA,55.9 55.9,,,12,0, 73
Motorola Moto E32,CUOTA,55.9 55.9,,,18,149, 44
Motorola Moto E32,CONTADO,65.9,,,,589,
Motorola Moto E32,CONTADO,99.9,,,,549,
Motorola Moto E32,CUOTA,99.9,,,12,0, 73
Motorola Moto E32,CUOTA,99.9,,,18,89, 44
Motorola Moto E32,CONTADO,159.9,,,,549,
Motorola Moto E32,CUOTA,159.9,,,12,0, 73
Motorola Moto E32,CUOTA,159.9,,,18,59, 46
Motorola Moto Edge 20 Lite,CONTADO,41.9 41.9,1116,1259,dto.,13%,
Motorola Moto Edge 20 Lite,CONTADO,55.9 55.9,1116,1259,dto.,13%,
Motorola Moto Edge 20 Lite,CONTADO,65.9,1116,1259,dto.,13%,
Motorola Moto Edge 20 Lite,CONTADO,99.9,1116,1209,dto.,13%,
Motorola Moto Edge 20 Lite,CONTADO,159.9,1116,1209,dto.,13%,
SAMSUNG Galaxy A22 64GB,CONTADO,41.9 41.9,,,,829,
SAMSUNG Galaxy A22 64GB,CONTADO,55.9 55.9,,,,829,
SAMSUNG Galaxy A22 64GB,CUOTA,55.9 55.9,,,12,429, 46
SAMSUNG Galaxy A22 64GB,CUOTA,55.9 55.9,,,18,149, 46
SAMSUNG Galaxy A22 64GB,CONTADO,65.9,,,,829,
SAMSUNG Galaxy A22 64GB,CONTADO,99.9,,,,829,
SAMSUNG Galaxy A22 64GB,CUOTA,99.9,,,12,369, 46
SAMSUNG Galaxy A22 64GB,CUOTA,99.9,,,18,89, 46
SAMSUNG Galaxy A22 64GB,CONTADO,159.9,,,,829,
SAMSUNG Galaxy A22 64GB,CUOTA,159.9,,,12,349, 48
SAMSUNG Galaxy A22 64GB,CUOTA,159.9,,,18,59, 48
Apple iPhone SE 2022 128GB,CONTADO,41.9 41.9,,,,1609,
Apple iPhone SE 2022 128GB,CONTADO,55.9 55.9,,,,1609,
Apple iPhone SE 2022 128GB,CONTADO,65.9,,,,1609,
Apple iPhone SE 2022 128GB,CONTADO,99.9,,,,1609,
Apple iPhone SE 2022 128GB,CONTADO,159.9,,,,1609,
